agencyCode,agencyName,currentUII,investmentName,investmentType,ratedDate,cioRating,comment,latestIndicator,updatedTime
016,"Social Security Administration",016-000009939,"Disability Modernization","Major IT Investments",2023-05-03,4,"The disability modernization investment delivers modern enterprise-wide disability case processing and correspondence for claims and appeals at all adjudication levels, and automated decision support tools for technicians who adjudicate claims. We continue to deliver monthly Disability Case Processing System (DCPS) releases for Disability Determination (DD) components and migrated DCPS to a new Virtual Private Cloud that positions us well for increased use of DCPS. For Office of Hearings Operations, the Hearings and Appeals Case Processing System (HACPS) added automatic identification of Aged Cases, the ability to add more than 1 claim when establishing paper cases, and the ability to send Assistance Requests on paper cases to DD components. The Office of Appellate Operations Case Processing System (OAOCPS) continued to add non-decisional correspondence letters that have central print capability, saving time and costs. For Office of Quality Review, the Quality Review Case Processing System (QRCPS) completed the QA sample of initial/reconsideration disabled child cases and will roll out to last 2 sites in April. Intelligent Medical-Language Analysis GENeration (IMAGEN), which uses predictive analytics to analyze medical evidence, exceeded 5,500 users and 300,000 disability claims reviewed. We onboarded 7 Health Information Technology partners via CareQuality Network and 1 via eHealth Exchange as we continue to increase structured/electronic medical evidence used in our disability program. We continue developing Electronic Disability Collect System (EDCS) to support multiple pending initial cases, making progress on removing EDCS exclusions and reducing paper workloads. We implemented an online service for adult beneficiaries to submit Medical Continuing Disability Review Reports (SSA-454), which not only aids beneficiaries by providing an online option that pre-populates data and allows electronic signing of the Authorization to Disclose Information to SSA (SSA-827), but also cuts administrative costs and aids field office technicians by eliminating manual workloads and reducing the need to recontact beneficiaries. In FY23, we plan to move the Electronic Non-Medical (ENM) application, used primarily by OHO to manage non-medical workloads, to EDCS, as the first step to expand ENM's case processing. We started migrating ENM's case search and creation components. These enhancements will reduce the cost of processing ENM cases and improve customer experience.",N,"2023-05-04 15:45:06"
016,"Social Security Administration",016-000009923,"IT Modernization - Service Delivery
","Major IT Investments",2021-10-28,3,"In Quarter 4 of FY21, the Service Delivery Program performed well and ensured Q3 momentum carried over while progression continued through its early stages of development. This was factored into the overall rating.",N,"2021-10-28 16:26:01"
016,"Social Security Administration",016-000009334,"IT Modernization - Disability
","Major IT Investments",2021-10-28,4,"HACPS implemented language changes in support of Hearing Office reopenings, enabled workload sharing by allowing case transfers to the National Case Assistance Center (NCAC) and completed rollout to all 189 sites covering 8,000 users. OAOCPS released several correspondence templates, increasing the central print capabilities for OAO. IMAGEN added support for child cases and onboarded 21 additional offices which added 500 new users. The remaining Disability products released incremental upgrades.",N,"2021-10-28 16:26:01"
016,"Social Security Administration",016-000009334,"IT Modernization - Disability
","Major IT Investments",2022-08-09,4,"This investment delivers modern enterprise-wide case processing and ,correspondence for claims and appeals at all levels of adjudication and automated decisions support tools for technicians who adjudicate claims.  IT Modernization -  Disability added enhancements and functionality to process additional paper cases, added additional correspondence and implemented efficiencies for the Office of Hearings Operations (OHO) and Office of Appellate Operations (OAO).  Intelligent Medical-language Analysis GENeration (IMAGEN) which employs predictive analytics technologies to analyze medical evidence data expanded to 4 additional Disability Determination Services (DDSs) in 2 states and registered 653 new users.  We improved the display of supporting data for work related Continuing Disability Reviews (CDRs), began developing functionality for Expedited Reinstatements (EXRs) at the hearings level which will reduce paper processes and expedite benefits to claimants, and continued developing an online service for beneficiaries to complete the Continuing Disability Review Report, SSA-454, for delivery in FY23, which will reduce administrative costs and eliminate manual workloads in our field offices.",N,"2022-08-12 17:29:57"
016,"Social Security Administration",016-000002548,"Delivery Standard Investment","Standard IT Investments",2021-08-13,5,"The Delivery investment meets Agency Strategic goals by improving the way we do business and accelerating IT modernization by providing governance and frameworks to assist product/project teams deliver value. As we develop, enhance and implement frameworks and tools for Investment tracking, Product/Project Management processes, IT Service Management and the Enterprise Lifecycle Center of Excellence, we will continue to support IT modernization while ensuring compliance with the CPIC Process.",N,"2021-10-05 15:55:50"
016,"Social Security Administration",016-000000008,"End User Standard Investment","Standard IT Investments",2023-05-03,4,"The End User Computing (EUC) investment is currently providing a wide array of products and services and is currently performing very well.  Potential risks have been identified and communicated to senior leadership and will be tracked carefully by assigned project managers (PMs).",N,"2023-05-04 15:46:07"
016,"Social Security Administration",016-000009363,"IT Modernization - Benefits","Major IT Investments",2022-05-25,3,"The Consolidated Claims Experience (CCE) continues with ongoing efforts in building the foundational pieces to a single, unified benefits experience. The Benefits Evidence Portal is adding enhancements that will incorporate features and capabilities from previous legacy applications which will allow for the user interfaces of those applications to be sunset, further reducing the agency's technical debt. Computational Services focused on reviewing, testing, and developing entitlement and eligibility calculations required for accurate simple retirement processing. Special emphasis is on testing efforts to create a reusable process to conduct comparison testing between older utilities and the new modernized utilities.",N,"2022-05-25 15:01:13"
016,"Social Security Administration",016-000002544,"Data Center and Cloud Standard Investment","Standard IT Investments",2022-02-04,4,"Data Center and Cloud scope, schedule and cost are within variance. Initial CIO rating is Green. This rating is based on anticipated allocation levels remaining as projected. Projects and procurements are contingent on funding during the CR.",N,"2022-02-11 16:36:13"
016,"Social Security Administration",016-000002546,"Network Standard Investment","Standard IT Investments",2023-07-26,3,"Factoring in delays within NGTP, we are downgrading Network status from green to yellow. While NGTP is only a subset of the overall Network infrastructure, the other efforts within the Network Standard are performing well.",Y,"2023-08-21 16:21:14"
016,"Social Security Administration",016-000009923,"IT Modernization - Service Delivery
","Major IT Investments",2022-02-04,3,"In Quarter 1 of FY22, the Service Delivery Program continues to perform well with focus on providing capabilities supporting improved customer experience. During Q1 there were 21 implementation releases. The releases included enhancements to systems functionality, updates to security certificates and mitigation for security vulnerabilities i.e., Log4j.",N,"2022-02-11 16:35:03"
016,"Social Security Administration",016-000002542,"Application Standard Investment","Standard IT Investments",2022-02-04,4,"The overall rating is GREEN with a minor rating of YELLOW associated with Risk Management and indicating a need for improvement and compliance with agency standards and procedures.  We are currently working with those teams affected to endure compliance. This rating is based on the assumption that anticipated allocations and funding will remain as projected.  All projects are currently fully funded and operational.",N,"2022-02-11 16:36:13"
016,"Social Security Administration",016-000009363,"IT Modernization - Benefits","Major IT Investments",2022-02-04,3,"The Benefits Evidence Portal added enhancements that provide additional user preferences to continue to improve accuracy and speed of SSA benefit actions. Enhanced computational services will provide for optimal Title 2 insured status, and eligibility and entitlement data required for successful Medicare only processing. Consolidated Claims Experience (CCE) continues with ongoing efforts in building the foundational pieces to a single, unified benefits experience.",N,"2022-02-11 16:35:02"
016,"Social Security Administration",016-000002807,"Rep Payee Legislation","Major IT Investments",2022-08-09,3,"The Rep Payee Legislation Investment is performing well. Most of the project teams are meeting their objectives and are within budget. Section 101 was placed on hold on the eRPS Misuse allegation due to the reduction in WYs and competing against other priority workloads. No releases this FY for Section 104 and 203.

Section 201 accomplishments:
-	The agency issued 2.3M annual notices in the March 2022 release. This is an increase of 1.1M from the prior year.
-	As of May 31, 2022, nearly 3.5M applicants or beneficiaries have elected to advance designate.

Section 202 accomplishments - June 25, 2022 Release:
-	Enhanced the criminal history received in the electronic Representative Payee System and ensure we are performing criminal background checks on all non-exempt payees.
-	Added functionality to address non-Felony issue.
-	Non-selection changes/change non-selection labels. This will ensure the eRPS alert ""RP convicted of Barred Crime"" is generated properly. In addition, we would modify some non-selection reason labels to help reduce technician error.
-	SSA-11 Relationships Functionality - this functionality will ensure we are performing background checks on the correct payees and not performing background checks on payees that don't need one. This issue is being caused by technicians selecting the incorrect relationship type during an eRPS application.
-	Relationship change to non-exempt - this functionality is to ensure non-exempted current payees do not have a barred crime.
-	Synchronize functionality - this functionality is to ensure non-exempted current payees do not have a barred crime.",N,"2022-08-12 17:29:57"
