agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
010,"Department of the Interior",422-00-0100,"Research and Related Activities",2024,"Funding Total",0.025
010,"Department of the Interior",010-95-1113,"Office of Natural Resources Revenue",2024,"CIO Authority",78.450524
010,"Department of the Interior",010-95-1113,"Office of Natural Resources Revenue",2024,"Budget Authority",78.450524
010,"Department of the Interior",010-95-1113,"Office of Natural Resources Revenue",2024,"Funding Total",78.450524
010,"Department of the Interior",010-10-5065,"Policy and Administration",2024,"CIO Authority",10.546232
010,"Department of the Interior",010-10-5065,"Policy and Administration",2024,"Budget Authority",10.546232
010,"Department of the Interior",010-10-5065,"Policy and Administration",2024,"Funding Total",10.546232
010,"Department of the Interior",029-40-4539,"Franchise Fund",2024,"CIO Authority",0
010,"Department of the Interior",029-40-4539,"Franchise Fund",2024,"Budget Authority",0
010,"Department of the Interior",029-40-4539,"Franchise Fund",2024,"Funding Total",0.025
010,"Department of the Interior",010-84-0102,"Salaries and Expenses",2024,"CIO Authority",5.50101
010,"Department of the Interior",010-84-0102,"Salaries and Expenses",2024,"Budget Authority",5.50101
010,"Department of the Interior",010-84-0102,"Salaries and Expenses",2024,"Funding Total",5.50101
010,"Department of the Interior",019-60-4563,"Working Capital Fund",2024,"CIO Authority",0
010,"Department of the Interior",019-60-4563,"Working Capital Fund",2024,"Budget Authority",0
010,"Department of the Interior",019-60-4563,"Working Capital Fund",2024,"Funding Total",0.05
010,"Department of the Interior",010-10-5656,"Colorado River Dam Fund, Boulder Canyon Project",2024,"CIO Authority",4.457269
010,"Department of the Interior",010-10-5656,"Colorado River Dam Fund, Boulder Canyon Project",2024,"Budget Authority",4.457269
010,"Department of the Interior",010-10-5656,"Colorado River Dam Fund, Boulder Canyon Project",2024,"Funding Total",4.457269
010,"Department of the Interior",020-00-0108,"Environmental Programs and Management",2024,"CIO Authority",0
010,"Department of the Interior",020-00-0108,"Environmental Programs and Management",2024,"Budget Authority",0
010,"Department of the Interior",020-00-0108,"Environmental Programs and Management",2024,"Funding Total",0.225
010,"Department of the Interior",018-80-0800,"Program Administration",2024,"CIO Authority",0
010,"Department of the Interior",018-80-0800,"Program Administration",2024,"Budget Authority",0
010,"Department of the Interior",018-80-0800,"Program Administration",2024,"Funding Total",0.025
010,"Department of the Interior",028-00-0100,"Salaries and Expenses",2024,"CIO Authority",0
010,"Department of the Interior",028-00-0100,"Salaries and Expenses",2024,"Budget Authority",0
010,"Department of the Interior",028-00-0100,"Salaries and Expenses",2024,"Funding Total",0.025
010,"Department of the Interior",021-04-4520,"Working Capital Fund",2024,"CIO Authority",0
010,"Department of the Interior",021-04-4520,"Working Capital Fund",2024,"Budget Authority",0
010,"Department of the Interior",021-04-4520,"Working Capital Fund",2024,"Funding Total",0.05
010,"Department of the Interior",010-24-1039,"Construction (and Major Maintenance)",2024,"CIO Authority",4.373606
010,"Department of the Interior",010-24-1039,"Construction (and Major Maintenance)",2024,"Budget Authority",4.373606
010,"Department of the Interior",010-24-1039,"Construction (and Major Maintenance)",2024,"Funding Total",4.373606
010,"Department of the Interior",010-12-0804,"Surveys, Investigations, and Research",2024,"CIO Authority",377.618142
010,"Department of the Interior",010-12-0804,"Surveys, Investigations, and Research",2024,"Budget Authority",377.618142
010,"Department of the Interior",010-12-0804,"Surveys, Investigations, and Research",2024,"Funding Total",377.618142
010,"Department of the Interior",015-04-0173,"Salaries and Expenses",2024,"CIO Authority",0
010,"Department of the Interior",015-04-0173,"Salaries and Expenses",2024,"Budget Authority",0
010,"Department of the Interior",015-04-0173,"Salaries and Expenses",2024,"Funding Total",0.025
010,"Department of the Interior",010-78-0120,"Federal Trust Programs",2024,"CIO Authority",23.885051
010,"Department of the Interior",010-78-0120,"Federal Trust Programs",2024,"Budget Authority",23.885051
010,"Department of the Interior",010-78-0120,"Federal Trust Programs",2024,"Funding Total",23.885051
010,"Department of the Interior",005-96-1115,"Wildland Fire Management",2024,"CIO Authority",0
010,"Department of the Interior",005-96-1115,"Wildland Fire Management",2024,"Budget Authority",0
010,"Department of the Interior",005-96-1115,"Wildland Fire Management",2024,"Funding Total",2.951
010,"Department of the Interior",010-22-1700,"Offshore Safety and Environmental Enforcement",2024,"CIO Authority",33.047842
010,"Department of the Interior",010-22-1700,"Offshore Safety and Environmental Enforcement",2024,"Budget Authority",33.047842
010,"Department of the Interior",010-22-1700,"Offshore Safety and Environmental Enforcement",2024,"Funding Total",33.047842
010,"Department of the Interior",010-95-1121,"Central hazardous materials fund",2024,"CIO Authority",0.053221
010,"Department of the Interior",010-95-1121,"Central hazardous materials fund",2024,"Budget Authority",0.053221
010,"Department of the Interior",010-95-1121,"Central hazardous materials fund",2024,"Funding Total",0.053221
010,"Department of the Interior",010-04-1116,"Oregon and California Grant Lands",2024,"CIO Authority",10.943743
010,"Department of the Interior",010-04-1116,"Oregon and California Grant Lands",2024,"Budget Authority",10.943743
010,"Department of the Interior",010-04-1116,"Oregon and California Grant Lands",2024,"Funding Total",10.943743
010,"Department of the Interior",010-24-1036,"Operation of the National Park System",2024,"CIO Authority",184.674857
010,"Department of the Interior",010-24-1036,"Operation of the National Park System",2024,"Budget Authority",184.674857
010,"Department of the Interior",010-24-1036,"Operation of the National Park System",2024,"Funding Total",184.674857
010,"Department of the Interior",021-15-8102,"Highway Trust Fund",2024,"CIO Authority",0
010,"Department of the Interior",021-15-8102,"Highway Trust Fund",2024,"Budget Authority",0
010,"Department of the Interior",021-15-8102,"Highway Trust Fund",2024,"Funding Total",0.1521
010,"Department of the Interior",010-95-2641,"Energy Community Revitalization Program",2024,"CIO Authority",1.301246
010,"Department of the Interior",010-95-2641,"Energy Community Revitalization Program",2024,"Budget Authority",1.301246
010,"Department of the Interior",010-95-2641,"Energy Community Revitalization Program",2024,"Funding Total",1.301246
010,"Department of the Interior",005-03-9913,"Office of the Secretary",2024,"CIO Authority",0
010,"Department of the Interior",005-03-9913,"Office of the Secretary",2024,"Budget Authority",0
010,"Department of the Interior",005-03-9913,"Office of the Secretary",2024,"Funding Total",0.225
010,"Department of the Interior",025-35-0335,"Administrative Support Offices",2024,"CIO Authority",0
010,"Department of the Interior",025-35-0335,"Administrative Support Offices",2024,"Budget Authority",0
010,"Department of the Interior",025-35-0335,"Administrative Support Offices",2024,"Funding Total",0.05
010,"Department of the Interior",024-10-0100,"Operations and Support",2024,"CIO Authority",0
010,"Department of the Interior",024-10-0100,"Operations and Support",2024,"Budget Authority",0
010,"Department of the Interior",024-10-0100,"Operations and Support",2024,"Funding Total",0.225
010,"Department of the Interior",006-07-0450,"Periodic Censuses and Programs",2024,"CIO Authority",0
010,"Department of the Interior",006-07-0450,"Periodic Censuses and Programs",2024,"Budget Authority",0
010,"Department of the Interior",006-07-0450,"Periodic Censuses and Programs",2024,"Funding Total",0.225
010,"Department of the Interior",010-95-1125,"Wildland Fire Management",2024,"CIO Authority",35.658614
010,"Department of the Interior",010-95-1125,"Wildland Fire Management",2024,"Budget Authority",35.658614
010,"Department of the Interior",010-95-1125,"Wildland Fire Management",2024,"Funding Total",35.658614
010,"Department of the Interior",010-95-4529,"Interior Franchise Fund",2024,"CIO Authority",9.454527
010,"Department of the Interior",010-95-4529,"Interior Franchise Fund",2024,"Budget Authority",9.454527
010,"Department of the Interior",010-95-4529,"Interior Franchise Fund",2024,"Funding Total",9.454527
010,"Department of the Interior",010-86-0107,"Salaries and Expenses",2024,"CIO Authority",1.496232
010,"Department of the Interior",010-86-0107,"Salaries and Expenses",2024,"Budget Authority",1.496232
010,"Department of the Interior",010-86-0107,"Salaries and Expenses",2024,"Funding Total",1.496232
010,"Department of the Interior",010-06-1917,"Ocean Energy Management",2024,"CIO Authority",35.903338
010,"Department of the Interior",010-06-1917,"Ocean Energy Management",2024,"Budget Authority",35.903338
010,"Department of the Interior",010-06-1917,"Ocean Energy Management",2024,"Funding Total",35.903338
010,"Department of the Interior",010-10-0680,"Water and Related Resources",2024,"CIO Authority",51.708226
010,"Department of the Interior",010-10-0680,"Water and Related Resources",2024,"Budget Authority",51.708226
010,"Department of the Interior",010-10-0680,"Water and Related Resources",2024,"Funding Total",51.708226
010,"Department of the Interior",010-04-9926,"Permanent Operating Funds",2024,"CIO Authority",0
010,"Department of the Interior",010-04-9926,"Permanent Operating Funds",2024,"Budget Authority",0
010,"Department of the Interior",010-04-9926,"Permanent Operating Funds",2024,"Funding Total",0
011,"Department of Justice",011-20-8408-0,"Commissary Funds, Federal Prisons (Trust Revolving Fund)",2020,"CIO Authority",0
011,"Department of Justice",011-20-8408-0,"Commissary Funds, Federal Prisons (Trust Revolving Fund)",2020,"Budget Authority",0
011,"Department of Justice",011-20-8408-0,"Commissary Funds, Federal Prisons (Trust Revolving Fund)",2020,"Funding Total",27.8195
011,"Department of Justice",011-05-0322-0,"Salaries and Expenses, United States Attorneys",2020,"CIO Authority",0
011,"Department of Justice",011-05-0322-0,"Salaries and Expenses, United States Attorneys",2020,"Budget Authority",0
011,"Department of Justice",011-05-0322-0,"Salaries and Expenses, United States Attorneys",2020,"Funding Total",179.636375
011,"Department of Justice",011-07-0323-0,"Organized Crime and Drug Enforcement Task Forces",2020,"CIO Authority",0
011,"Department of Justice",011-07-0323-0,"Organized Crime and Drug Enforcement Task Forces",2020,"Budget Authority",0
011,"Department of Justice",011-07-0323-0,"Organized Crime and Drug Enforcement Task Forces",2020,"Funding Total",16.52585
011,"Department of Justice",011-21-0420-0,"Salaries and Expenses, Office of Justice Programs",2020,"CIO Authority",0
011,"Department of Justice",011-21-0420-0,"Salaries and Expenses, Office of Justice Programs",2020,"Budget Authority",0
011,"Department of Justice",011-21-0420-0,"Salaries and Expenses, Office of Justice Programs",2020,"Funding Total",83.106284
011,"Department of Justice",011-10-0200-0,"Salaries and Expenses",2020,"CIO Authority",0
011,"Department of Justice",011-10-0200-0,"Salaries and Expenses",2020,"Budget Authority",0
011,"Department of Justice",011-10-0200-0,"Salaries and Expenses",2020,"Funding Total",1212.622588
011,"Department of Justice",011-20-4500-0,"Federal Prison Industries, Incorporated",2020,"CIO Authority",0
011,"Department of Justice",011-20-4500-0,"Federal Prison Industries, Incorporated",2020,"Budget Authority",0
011,"Department of Justice",011-20-4500-0,"Federal Prison Industries, Incorporated",2020,"Funding Total",20.482
011,"Department of Justice",011-05-0340-0,"September 11th Victim Compensation (general Fund)",2020,"CIO Authority",0
011,"Department of Justice",011-05-0340-0,"September 11th Victim Compensation (general Fund)",2020,"Budget Authority",0
011,"Department of Justice",011-05-0340-0,"September 11th Victim Compensation (general Fund)",2020,"Funding Total",7.93
011,"Department of Justice",011-03-0132-0,"Tactical Law Enforcement Wireless Communications",2020,"CIO Authority",0
011,"Department of Justice",011-03-0132-0,"Tactical Law Enforcement Wireless Communications",2020,"Budget Authority",0
011,"Department of Justice",011-03-0132-0,"Tactical Law Enforcement Wireless Communications",2020,"Funding Total",13.563
